,Comment,Climate
49,"Gør det slet ikke noget indtryk på herre Lars Christian Lilleholt, at der faktisk langt ind i de borgerlige partier foregår en debat om, hvorvidt den beslutning, man traf tilbage i 2004, var fornuftig, altså at man siger: I den nuværende situation med forsyningssikkerhedsproblemer og risiko for, at Danmark kan komme i en vanskelig situation med at skaffe sig energi i en omstillingsproces i forhold til vedvarende energi, ville det være godt at have et statsligt selskab, der langt mere agerede offensivt for at varetage nogle af de her energipolitiske målsætninger, som vi har i Danmark? Gør det overhovedet ikke noget indtryk på herre Lars Christian Lilleholt? Er det bare sådan, at beslutningen i 2004 var den helt rigtige beslutning, og at den slet ikke står til diskussion? ",1
50,"Når ministeren siger, at der er gode takter i det her, betyder det så, at ministeren rent faktisk vil være med til at sætte et årstal, som vi har gjort her, og sige: I 2050 skal vi være hundrede procent baseret på grøn energi i Danmark? Og i 2035 skal vi have en el- og varmeproduktion, som er hundrede procent baseret på grøn energi, så det faktisk kun er transportsektoren, vi efter 2035 accepterer benytter fossile brændsler? Kan ministeren være enig i den ambitiøse målsætning, der ligger her? ",1
51,"Jamen jeg er helt enig i, at Danmark skal blive uafhængig af fossile brændsler, og jeg kan da kun sige, at jeg er imponeret over, at man har den viden til at sige, hvordan det så konkret skal gøres, og især også, hvornår det så konkret skal ske. Der er jeg nu engang sådan indrettet, at når man har nedsat en Klimakommission, ønsker jeg altså at se det resultat først. Det er jo altså en meget, meget kompliceret problemstilling om, hvordan vi knækker den grønne kode. Så det synes jeg sådan set er en måde at føre god politik på, nemlig at man siger: O.k., nu nedsætter vi en kommission med kloge hoveder, og først derefter ser vi så på, hvad der skal være målsætning, og hvad der skal være i værktøjskassen. Alt det andet vil set fra min stol være ret hovsaagtigt. ",1
52,"Jeg vil godt starte med at sige, at der jo ikke kan være meget hovsa i at bede om et svar på, hvornår Danmark skal være ude af de fossile brændsler, da det er sådan cirka 4 år siden, at den tidligere statsminister sagde, at Danmark skulle være det. Altså, 4 år er dog trods alt et stykke tid, hvor man godt kunne have gjort sig nogle overvejelser. Men jeg vil gerne spørge klimaministeren, om hun har fantasi til at forestille sig, at målet med at komme ud af de fossile brændsler i energiforsyningen kan være senere end 2050. ",1
53,"Der er ingen tvivl om, at Danmark skal handle, og at Danmark også skal langt ned med hensyn til vores CO 2 , og der er da ikke nogen forskel på, hvad min forgænger siger, og hvad jeg siger. Det er selvfølgelig også klart nok, at det mål, som EU-landene så er blevet enige om, er et fælles mål. Så kommer selvfølgelig efterfølgende diskussionen om, hvad de enkelte lande så skal tage af mål. Jeg tror, det er meget vigtigt her at sige, at det, som jeg jo arbejder for som klima- og energiminister, sådan set med hensyn til det europæiske er, at det, vi gør i Danmark, skal vi også gøre på europæisk plan. Selvfølgelig skal man også på europæisk plan arbejde for, at man i stigende grad bliver uafhængig af fossile brændsler. ",1
54,"Tak også for det spørgsmål og også tak for kommentaren vedrørende Folketingets formand. Nej, det skal man ikke forvente. Man skal ikke forvente, at atomkraft kommer til at indgå i regeringens udspil. Der foreligger jo så også en folketingsbeslutning om det. Man må så helt overordnet, når vi ser på Danmark, sige: Hvad er det, Danmark har, og hvor er det, Danmark har noget at byde på? Det har vi det i høj grad inden for vedvarende energi. Det er det, som vi er kendt for. Det ville simpelt hen ikke passe ind i strukturen, hvis man pludselig begyndte at få atomkraft ind i den, så det er altså ikke en teknologi, jeg vil ty til. ",0
55,"Må jeg så spørge, om ministeren finder det nyttigt, at fremtrædende medlemmer af Venstre, Det Konservative Folkeparti og Dansk Folkeparti promoverer atomkraft på den her måde, netop når ministeren henviser til, at der er en folketingsbeslutning om det, at atomkraft ikke bidrager til dansk erhvervsudvikling, og at der er masser at satse på, når det kommer til vedvarende energi. Er det så gavnligt for klimadebatten og for engagementet og for virksomhedernes muligheder for at disponere langsigtet, at så fremtrædende medlemmer er så skeptiske over for, om det kan lade sig gøre at gå vejen mod den vedvarende energi? ",0
56,"Så vil jeg bare gentage mit spørgsmål, for jeg tror, at det er vigtigt, at man, når man har en diskussion om, hvad der skal ske i de kommende år, ligesom er enig om, hvad der er udgangspunktet for debatten. Jeg vil gerne spørge ministeren om, hvordan hun forestiller sig at vi i Danmark skal kunne reducere vores CO 2 -udslip med 85-90 procent i 2050, hvis vi stadig skal benytte os af fossile brændstoffer. Man kunne også udvide spørgsmålet og spørge ministeren, om hun forestiller sig, at enhver form for kødproduktion skal være afskaffet i Danmark. For hvis det ikke er det at udfase de fossile brændstoffer, der er redskabet, hvad er så redskabet? ",1
57,"Redskabet er da naturligvis, at vi skal udfase de fossile brændsler. Det, der bare er spørgsmålet, er jo så, hvor hurtigt og i hvilken takt. Der går jeg også ud fra at vi er enige om, at man ikke fra den ene dag til den anden kan afskaffe kul, for så er der altså nogle steder, hvor vi går hen og får nogle gevaldige problemer. Det kan godt være, at vi ikke er enige om det, men det er i hvert fald sådan, jeg ser på det. Men hvad er det, vi skal? Ja, vi skal have mere vindenergi, vi skal have mere biomasse, vi skal arbejde mere med energieffektivitet. Det er de knapper, som vi i høj grad kommer til at dreje på. ",1
58,"Altså, nu kan man jo reducere CO 2 -udslippet på mange forskellige måder. Helt overordnet, når man skal være uafhængig af fossile brændsler, er der altså også – det kan godt være, at vi ikke er enige om det – mulighed for at benytte sig af kvotehandel, og der er jo også mulighed for at benytte sig af CCS. Så der er altså forskellige elementer, man her kan kaste sig ud i. Som jeg også svarede på det forrige spørgsmål, er det med de 85-90 procent den overordnede målsætning, og så skal man jo så efterfølgende i blandt andet EU-regi blive enig om byrdefordelingen. Men at Danmark kommer til at tage en fair andel af det, kan jeg så sandelig godt bekræfte. ",1
59,"Nu er det jo sådan, at når vi ser overordnet på de forskellige mål, som Danmark har sat sig, er de altså ambitiøse. Jeg går ud fra, at vi er enige om, at Danmarks mål vedrørende vedvarende energi er et ambitiøst mål. Jeg går ud fra, at vi er enige om, at det mål, vi har inden for hele Kyotosystemet, også er et ambitiøst mål i EU-regi. Så at Danmark vælger og har en ambitiøs linje, mener jeg ikke man kan sætte spørgsmålstegn ved. Men at vi skal længere, det er der så heller ingen tvivl om. For når man skal være uafhængig af fossile brændsler, skal man jo altså gøre mere, end vi gør i dag. ",1
60,"Jeg går ud fra, vi er enige om, at når vi kigger på Danmarks mål for vedvarende energi, ser vi, at vi har et af de mest ambitiøse mål. Jeg går også ud fra, vi er enige om, at vi, når vi kigger på, hvad Danmark skal gøre uden for det kvotebelagte område, ser, at Danmark også der har et af de mest ambitiøse mål. Men igen, det er også sådan, som jeg har redegjort for, at Danmark skal gøre endnu mere, og det skal vi jo især, fordi det her jo ikke kun drejer sig om klimaet. Det drejer sig i høj grad også om forsyningssikkerhed, og det drejer sig om, at Danmark skal bevare de førerpositioner, vi har inden for grøn vækst. Det kan for eksempel være et område som vindmølleindustrien. ",1
61,"Det er jo svært at tage som andet end en bekræftelse af, at Danmark skal følge EU's mål, men hermed bliver vores grønne forspring, sammenlignet med resten af EU, jo også bare et nul. Hvis ikke vi lægger an til at reducere vores CO 2 -udledning mere, end resten af EU gør, så forsvinder enhver form for grønt forspring, vi måtte have haft. Derfor vil jeg spørge ministeren: Er ministeren – for nu at lægge an til noget af det andet, der har været oppe i debatten – enig med De Konservatives energiordfører, herre Jakob Axel Nielsen, når han siger, at vi kun kan blive helt fri af de fossile brændsler og komme helt ud af CO 2 -udslippet, hvis vi bruger atomkraft? ",1
62,"Altså, den første udlægning af mit synspunkt synes jeg godt nok var lidt af en tilsnigelse, da jeg netop var inde på at sige, at Danmark jo har sat sig et af de mest ambitiøse mål inden for vedvarende energi, og at vi vel at mærke er meget, meget tæt på at indfri det mål. Danmark har også sat sig de mest ambitiøse mål, når det gælder om at reducere uden for det kvotebelagte område. Og Danmark ligger også fint dér med hensyn til at indfri det. Så jeg synes altså, at det er lidt af en tilsnigelse at sige, at vi ikke fører nogen ambitiøs politik. Det var præcis ikke det, jeg sagde. Det sidste kan jeg igen svare meget direkte på: Atomkraft indgår ikke i min overordnede vision for Danmarks fremtidige energiforsyning. ",0
63,"Nu hedder det jo »Klima Danmark 2050 – en energivision«, men det kunne lige så godt have heddet en erhvervsvision. Hvad var det så, vi blev mødt med fra klimaministerens side? Det var, at der da var gode takter, men at værktøjskassen manglede, herunder som det sidste pengene. Derfor er jeg nødt til at spørge klimaministeren om det afsnit, som er i denne aftale, hvori der henvises til, at Ingeniørforeningen og Teknologirådet i Danmark har foretaget forskellige undersøgelser, der viser, at det er samfundsøkonomisk fordelagtigt at omstille Danmarks energiforsyning til vedvarende energi. Er ministeren uenig i dette udsagn? Er det her, vi skal forstå, at man netop er i stand til at sige, at så mangler pengene? ",0
64,"Jamen jeg er enig i, at der skal ske mere, og det hænger selvfølgelig også sammen med, at vi har sat os det mål, at Danmark skal være uafhængigt af fossile brændsler. Men jeg er altså ikke enig i, at det så ser skidt ud, for nu at sige det meget direkte, og der kan man jo bare se på vores mål vedrørende vedvarende energi, hvor vi jo altså så i henhold til fremskrivningen er tæt på at indfri det – selvfølgelig skal der også ske noget mere dér. Når vi ser på området uden for det kvotebelagte område, som vi jo blandt andet også diskuterede i sidste uge, ser vi, at Danmark jo ligger sådan, at vi overopfylder indtil 2015; men derefter skal der naturligvis gennemføres flere initiativer, og det er igen under overskriften: Danmark skal være uafhængigt af fossile brændsler. ",1
65,"Jamen jeg vil da gerne medgive, at vi også skal være hurtige fremover, og det hænger igen sammen med vores overordnede vision om at blive uafhængige af fossile brændsler. Der synes jeg også, det er vigtigt, at vi siger, at det her jo ikke kun skal foregå i Danmark, det skal i høj grad også foregå på europæisk plan, som herre Per Clausen også var lidt inde på. Og derfor ligger det jo også i den danske politik, at det gælder om at få skabt de rammevilkår på europæisk plan og om at blive enige om, at den langsigtede vision skal være, at man skal blive uafhængig af fossile brændsler. ",1
66,"Nu er det jo lidt svært sådan at love på forhånd, at man vil følge en kommissionsrapport, som man naturligvis ikke har haft mulighed for at se. Det er jo sådan, som jeg var inde på for lidt tid siden, at Klimakommissionens anbefalinger først vil ligge senere på året, og derefter vil regeringen komme med en plan for – selvfølgelig med afsæt i analysen fra Klimakommissionen – hvornår og hvordan Danmark kan blive uafhængigt af de fossile brændsler. Rækkefølgen er altså sådan i tænkningen, at først kommer Klimakommissionens rapport, og derefter kommer så regeringens oplæg. Det ville jo heller ikke give meget mening at nedsætte en kommission, hvis man bare handlede, før Kommissionen var færdig. ",1
